"ComputerName"	"Date"	"Message"	"Data"
"ELT"	"12/18/2023 9:13:33 AM"	"Not yet valid"	"{""Cert"":null,""URLItem"":""https://localhost:8443/""}"
"ELT"	"12/18/2023 9:13:33 AM"	"Not yet valid"	"{""Cert"":null,""URLItem"":""https://localhost:8443/""}"
"ELT"	"12/18/2023 9:13:33 AM"	"Not yet valid"	"{""Certificate"":null,""URL"":[""http://localhost:8080/"",""https://localhost:8443/"",""http://ELT:8080/"",""https://ELT:8443/"",""http://ELT:8080/"",""https://ELT:8443/""]}"
"ELT"	"12/18/2023 9:13:33 AM"	"Not yet valid"	"{""Cert"":null,""URLItem"":""https://ELT:8443/""}"
"ELT"	"12/18/2023 9:13:33 AM"	"Not yet valid"	"{""Cert"":null,""URLItem"":""https://ELT:8443/""}"
"ELT"	"12/18/2023 9:13:33 AM"	"Not yet valid"	"{""Certificate"":null,""URL"":[""http://localhost:8080/"",""https://localhost:8443/"",""http://ELT:8080/"",""https://ELT:8443/"",""http://ELT:8080/"",""https://ELT:8443/""]}"
"ELT"	"12/18/2023 9:13:33 AM"	"Not yet valid"	"{""Cert"":null,""URLItem"":""https://ELT:8443/""}"
"ELT"	"12/18/2023 9:13:33 AM"	"Not yet valid"	"{""Cert"":null,""URLItem"":""https://ELT:8443/""}"
"ELT"	"12/18/2023 9:13:33 AM"	"Not yet valid"	"{""Certificate"":null,""URL"":[""http://localhost:8080/"",""https://localhost:8443/"",""http://ELT:8080/"",""https://ELT:8443/"",""http://ELT:8080/"",""https://ELT:8443/""]}"
